Player,Team,Cmp,Att,Yds,TD,Int,AvgRate,PassRate,Year,PlID
NickFoles,PHI,833,1386,9752,61,29,89.02,87.43686868686868,2017,NickFoles2017
TJYates,HOU,157,288,1842,10,7,75.6,75.6076388888889,2017,TJYates2017
KevinHogan,CLE,46,75,517,4,5,71.9,71.91666666666666,2017,KevinHogan2017
SamBradford,MIN,1805,2887,19049,101,57,90.09,85.1121406304122,2017,SamBradford2017
PaxtonLynch,DEN,79,128,792,4,4,75.6,76.69270833333334,2017,PaxtonLynch2017
PatrickMahomes,KAN,22,35,284,0,1,76.4,76.36904761904762,2017,PatrickMahomes2017
EJManuel,OAK,343,590,3767,20,16,73.42,77.13276836158192,2017,EJManuel2017
NathanPeterman,BUF,24,49,252,2,5,38.4,35.41666666666667,2017,NathanPeterman2017
LandryJones,PIT,108,169,1310,8,7,87.63,86.15631163708088,2017,LandryJones2017
GenoSmith,NYG,495,860,5909,27,35,77.42,72.18507751937985,2017,GenoSmith2017
SeanMannion,LAR,22,37,185,0,0,72.5,72.46621621621622,2017,SeanMannion2017
MattCassel,TEN,1549,2627,17196,102,79,74.05,78.90734043903058,2017,MattCassel2017
ScottTolzien,IND,87,145,1061,2,9,55.1,61.30747126436783,2017,ScottTolzien2017
BenRoethlisberger,PIT,4616,7168,56194,363,190,94.4,94.24874441964285,2018,BenRoethlisberger2018
PatrickMahomes,KAN,405,615,5381,50,13,95.1,111.71070460704608,2018,PatrickMahomes2018
MattRyan,ATL,4052,6201,46720,295,133,94.55,94.8506289308176,2018,MattRyan2018
JaredGoff,LAR,772,1243,9581,65,26,88.4,94.67182890855457,2018,JaredGoff2018
AndrewLuck,IND,2000,3290,23671,171,83,88.33,89.5339412360689,2018,AndrewLuck2018
AaronRodgers,GNB,3525,5433,42615,337,79,103.41,103.45074851217866,2018,AaronRodgers2018
TomBrady,NWE,6003,9372,70508,517,171,96.84,97.59300754019064,2018,TomBrady2018
PhilipRivers,LAC,4501,6970,54508,373,177,95.84,95.73947871831659,2018,PhilipRivers2018
EliManning,NYG,4804,7972,55981,360,239,82.73,84.12098595082789,2018,EliManning2018
KirkCousins,MIN,1797,2702,20504,129,65,91.26,95.0144954354799,2018,KirkCousins2018
DeshaunWatson,HOU,471,709,5864,45,17,103.05,103.07063939821344,2018,DeshaunWatson2018
DerekCarr,OAK,1759,2800,18739,122,54,88.94,88.80803571428572,2018,DerekCarr2018
DrewBrees,NOR,6571,9756,74216,519,233,97.15,97.68945606122728,2018,DrewBrees2018
CaseKeenum,DEN,1144,1844,12661,64,42,82.33,84.46990238611714,2018,CaseKeenum2018
DakPrescott,DAL,975,1475,10876,67,25,96.13,95.97033898305085,2018,DakPrescott2018
MatthewStafford,DET,3372,5405,38526,237,129,87.87,88.4431853222325,2018,MatthewStafford2018
BakerMayfield,CLE,310,486,3725,27,14,93.7,93.68998628257886,2018,BakerMayfield2018
RussellWilson,SEA,2095,3261,25624,196,63,100.74,100.34562506388633,2018,RussellWilson2018
CamNewton,CAR,2321,3891,28469,182,107,86.46,86.41148376595564,2018,CamNewton2018
MitchellTrubisky,CHI,485,764,5416,31,19,86.45,87.68542757417103,2018,MitchellTrubisky2018
CarsonWentz,PHI,923,1448,10152,70,28,94.47,92.47237569060775,2018,CarsonWentz2018
JameisWinston,TAM,1183,1922,14628,88,58,88.17,87.77532084634062,2018,JameisWinston2018
SamDarnold,NYJ,239,414,2865,17,15,77.6,77.61674718196457,2018,SamDarnold2018
BlakeBortles,JAX,1561,2632,17646,103,75,80.2,80.61360182370821,2018,BlakeBortles2018
AndyDalton,CIN,2443,3921,28100,188,104,89.29,88.79590665646519,2018,AndyDalton2018
MarcusMariota,TEN,1015,1605,12004,69,42,89.67,89.37305295950155,2018,MarcusMariota2018
JoeFlacco,BAL,3499,5670,38245,212,136,84.25,84.08289241622575,2018,JoeFlacco2018
RyanFitzpatrick,TAM,2575,4285,29357,190,148,80.28,81.09636328276935,2018,RyanFitzpatrick2018
JoshRosen,ARI,217,393,2278,11,14,66.7,66.73558100084817,2018,JoshRosen2018
NickMullens,SFO,176,274,2277,13,10,90.8,90.84549878345499,2018,NickMullens2018
AlexSmith,WAS,3082,4941,34068,193,101,83.9,87.29550360925589,2018,AlexSmith2018
JoshAllen,BUF,169,320,2074,10,12,67.9,67.890625,2018,JoshAllen2018
RyanTannehill,MIA,1829,2911,20434,123,75,87.58,87.03982022214588,2018,RyanTannehill2018
NickFoles,PHI,974,1581,11165,68,33,90.01,88.4869808138309,2018,NickFoles2018
CJBeathard,SFO,225,393,2682,12,13,75.5,74.62362171331635,2018,CJBeathard2018
BrockOsweiler,MIA,680,1135,7259,36,31,79.28,77.85058737151247,2018,BrockOsweiler2018
LamarJackson,BAL,99,170,1201,6,3,84.5,84.46078431372548,2018,LamarJackson2018
JeffDriskel,CIN,105,176,1003,6,2,82.2,82.17329545454545,2018,JeffDriskel2018
JimmyGaroppolo,SFO,216,330,2780,16,8,99.83,97.79040404040403,2018,JimmyGaroppolo2018
CodyKessler,JAX,213,326,2089,8,4,84.85,86.29856850715747,2018,CodyKessler2018
BlaineGabbert,TEN,839,1491,9025,47,47,68.6,71.56969595349877,2018,BlaineGabbert2018
JoshJohnson,WAS,134,252,1521,8,14,60.3,58.97817460317461,2018,JoshJohnson2018
JoshMcCown,NYJ,1573,2604,17639,98,80,77.49,80.3907450076805,2018,JoshMcCown2018
ChaseDaniel,CHI,94,142,920,4,3,81.87,84.82981220657277,2018,ChaseDaniel2018
TyrodTaylor,CLE,816,1321,9330,53,18,85.7,90.68414080242242,2018,TyrodTaylor2018
DerekAnderson,BUF,899,1656,10767,60,64,68.61,70.38798309178743,2018,DerekAnderson2018
SamBradford,ARI,1855,2967,19449,103,61,86.64,84.50244354566902,2018,SamBradford2018
ColtMcCoy,WAS,525,867,5738,27,26,81.03,78.0060553633218,2018,ColtMcCoy2018
TaylorHeinicke,CAR,35,57,320,1,3,60.6,60.562865497076025,2018,TaylorHeinicke2018
NathanPeterman,BUF,68,130,548,3,12,34.55,32.46794871794872,2018,NathanPeterman2018
KyleAllen,CAR,20,31,266,2,0,113.1,113.10483870967742,2018,KyleAllen2018
MattBarkley,BUF,144,241,1843,10,14,92.85,73.36618257261411,2018,MattBarkley2018
MarkSanchez,WAS,1304,2302,15264,86,87,68.64,73.6225745728352,2018,MarkSanchez2018
TeddyBridgewater,NOR,565,872,6268,29,22,81.5,86.60168195718653,2018,TeddyBridgewater2018
JameisWinston,TAM,1563,2548,19737,121,88,87.4,86.9162087912088,2019,JameisWinston2019
DakPrescott,DAL,1363,2071,15778,97,36,97.02,97.04148559472075,2019,DakPrescott2019
JaredGoff,LAR,1166,1869,14219,87,42,87.92,91.92415730337079,2019,JaredGoff2019
PhilipRivers,LAC,4891,7561,59123,396,197,95.31,95.17232068068598,2019,PhilipRivers2019
MattRyan,ATL,4460,6817,51186,321,147,94.34,94.60081414111778,2019,MattRyan2019
RussellWilson,SEA,2436,3777,29734,227,68,101.44,101.16329097167063,2019,RussellWilson2019
TomBrady,NWE,6376,9985,74565,541,179,96.37,97.00279586045735,2019,TomBrady2019
DerekCarr,OAK,2120,3313,22793,143,62,90.92,90.66493107958547,2019,DerekCarr2019
CarsonWentz,PHI,1311,2055,14191,97,35,94.12,92.65713706407138,2019,CarsonWentz2019
PatrickMahomes,KAN,724,1099,9412,76,18,98.5,108.89255383682135,2019,PatrickMahomes2019
AaronRodgers,GNB,3878,6002,46617,363,83,102.74,102.68660446517828,2019,AaronRodgers2019
JimmyGaroppolo,SFO,545,806,6758,43,21,100.38,100.29466501240695,2019,JimmyGaroppolo2019
DeshaunWatson,HOU,804,1204,9716,71,29,101.37,100.97591362126248,2019,DeshaunWatson2019
BakerMayfield,CLE,627,1020,7552,49,35,86.25,85.87418300653594,2019,BakerMayfield2019
KylerMurray,ARI,349,542,3722,20,12,87.4,87.43081180811808,2019,KylerMurray2019
KirkCousins,MIN,2104,3146,24107,155,71,93.28,96.76308539944904,2019,KirkCousins2019
RyanFitzpatrick,MIA,2886,4787,32886,210,161,80.68,81.55725576213356,2019,RyanFitzpatrick2019
AndyDalton,CIN,2757,4449,31594,204,118,88.07,87.5463587322994,2019,AndyDalton2019
KyleAllen,CAR,323,520,3588,19,16,96.55,81.95512820512822,2019,KyleAllen2019
GardnerMinshewII,JAX,285,470,3271,21,6,91.2,91.18794326241137,2019,GardnerMinshewII2019
MitchellTrubisky,CHI,811,1280,8554,48,29,85.3,85.78776041666666,2019,MitchellTrubisky2019
LamarJackson,BAL,364,571,4328,42,9,98.9,104.73949211908933,2019,LamarJackson2019
JoshAllen,BUF,440,781,5163,30,21,76.6,78.17701664532652,2019,JoshAllen2019
DanielJones,NYG,284,459,3027,24,12,87.7,87.65885984023237,2019,DanielJones2019
SamDarnold,NYJ,512,855,5889,36,28,80.95,81.07456140350877,2019,SamDarnold2019
DrewBrees,NOR,6852,10134,77195,546,237,98.22,98.38250772975462,2019,DrewBrees2019
JacobyBrissett,IND,582,971,6440,31,13,84.53,84.73008925506352,2019,JacobyBrissett2019
RyanTannehill,TEN,2030,3197,23176,145,81,91.86,89.76449275362319,2019,RyanTannehill2019
MatthewStafford,DET,3559,5696,41025,256,134,89.52,89.3412043539326,2019,MatthewStafford2019
JoeFlacco,DEN,3670,5932,40067,218,141,84.32,84.12915823780625,2019,JoeFlacco2019
MasonRudolph,PIT,176,283,1765,13,9,82.0,81.95671378091873,2019,MasonRudolph2019
CaseKeenum,WAS,1304,2091,14368,75,47,83.61,85.27319464371114,2019,CaseKeenum2019
TeddyBridgewater,NOR,698,1068,7652,38,24,85.9,88.8966916354557,2019,TeddyBridgewater2019
DwayneHaskins,WAS,119,203,1365,7,7,76.1,76.07758620689654,2019,DwayneHaskins2019
MarcusMariota,TEN,1110,1765,13207,76,44,90.2,89.63526912181304,2019,MarcusMariota2019
DevlinHodges,PIT,100,160,1063,5,8,71.4,71.43229166666667,2019,DevlinHodges2019
EliManning,NYG,4895,8119,57023,366,244,82.73,84.09415157860164,2019,EliManning2019
DrewLock,DEN,100,156,1020,7,3,89.7,89.69017094017096,2019,DrewLock2019
DavidBlough,DET,94,174,984,4,6,64.0,63.96072796934865,2019,DavidBlough2019
NickFoles,JAX,1051,1698,11901,71,35,89.34,88.21652925009815,2019,NickFoles2019
JeffDriskel,DET,167,281,1688,10,6,78.75,79.6040925266904,2019,JeffDriskel2019
MattMoore,KAN,629,1044,7378,48,34,84.33,83.49297573435504,2019,MattMoore2019
MattSchaub,ATL,2119,3301,25166,135,87,86.92,89.99356255680097,2019,MattSchaub2019
CamNewton,CAR,2371,3980,29041,182,108,84.74,86.06679229480739,2019,CamNewton2019
JoshRosen,MIA,275,502,2845,12,19,59.35,63.54581673306773,2019,JoshRosen2019
BrandonAllen,DEN,39,84,515,3,2,68.3,68.30357142857144,2019,BrandonAllen2019
RyanFinley,CIN,41,87,474,2,2,62.1,62.14080459770115,2019,RyanFinley2019
ChaseDaniel,CHI,139,206,1355,7,5,84.3,86.93365695792879,2019,ChaseDaniel2019
LukeFalk,NYJ,47,73,416,0,3,62.4,62.35730593607306,2019,LukeFalk2019
BrianHoyer,IND,845,1432,9981,51,33,79.21,82.56808659217879,2019,BrianHoyer2019
BenRoethlisberger,PIT,4651,7230,56545,363,191,92.63,94.00645458736746,2019,BenRoethlisberger2019
WillGrier,CAR,28,52,228,0,4,33.2,33.17307692307692,2019,WillGrier2019
RobertGriffinIII,BAL,789,1248,9208,43,28,81.6,87.6469017094017,2019,RobertGriffinIII2019
AJMcCarron,HOU,100,156,1079,6,3,80.3,89.12927350427351,2019,AJMcCarron2019
SeanMannion,MIN,34,58,311,0,2,53.8,58.90804597701149,2019,SeanMannion2019
ColtMcCoy,WAS,543,894,5860,27,27,77.02,77.4934750186428,2019,ColtMcCoy2019
TrevorSiemian,NYJ,498,841,5689,30,24,71.37,79.61504161712249,2019,TrevorSiemian2019
DeshaunWatson,HOU,1186,1748,14539,104,36,104.12,104.53136918382914,2020,DeshaunWatson2020
PatrickMahomes,KAN,1114,1687,14152,114,24,100.92,108.66306065994864,2020,PatrickMahomes2020
TomBrady,TAM,6777,10595,79198,581,191,96.67,97.3004168633003,2020,TomBrady2020
MattRyan,ATL,4867,7443,55767,347,158,94.26,94.48950915849345,2020,MattRyan2020
JoshAllen,BUF,836,1353,9707,67,31,86.8,90.42713722591772,2020,JoshAllen2020
JustinHerbert,LAC,396,595,4336,31,10,98.3,98.27380952380952,2020,JustinHerbert2020
AaronRodgers,GNB,4250,6528,50916,411,88,104.18,104.20496323529413,2020,AaronRodgers2020
KirkCousins,MIN,2453,3662,28372,190,84,94.58,97.9234935372292,2020,KirkCousins2020
RussellWilson,SEA,2820,4335,33946,267,81,101.84,101.66618608227604,2020,RussellWilson2020
PhilipRivers,IND,5260,8104,63292,420,208,95.43,95.29450477130635,2020,PhilipRivers2020
DerekCarr,LVR,2468,3830,26896,170,71,92.41,92.11379460400347,2020,DerekCarr2020
MatthewStafford,DET,3898,6224,45109,282,144,90.08,89.93479541559553,2020,MatthewStafford2020
KylerMurray,ARI,724,1100,7693,46,24,90.85,90.92045454545455,2020,KylerMurray2020
JaredGoff,LAR,1536,2421,18171,107,55,88.34,91.49370095002067,2020,JaredGoff2020
RyanTannehill,TEN,2345,3678,26995,178,88,93.69,91.9589450788472,2020,RyanTannehill2020
BenRoethlisberger,PIT,5050,7838,60348,396,201,92.71,94.01154631283491,2020,BenRoethlisberger2020
TeddyBridgewater,CAR,1038,1560,11385,53,35,87.14,89.91720085470085,2020,TeddyBridgewater2020
BakerMayfield,CLE,932,1506,11115,75,43,89.47,89.11022576361222,2020,BakerMayfield2020
DanielJones,NYG,564,907,5970,35,22,84.05,84.08443586916574,2020,DanielJones2020
DrewBrees,NOR,7127,10524,80137,570,243,98.65,98.6788135056379,2020,DrewBrees2020
DrewLock,DEN,354,599,3953,23,18,82.55,79.10754034501947,2020,DrewLock2020
LamarJackson,BAL,606,947,7085,68,18,99.03,102.59811686026048,2020,LamarJackson2020
JoeBurrow,CIN,264,404,2688,13,5,89.8,89.83085808580859,2020,JoeBurrow2020
CamNewton,NWE,2613,4348,31698,190,118,84.56,85.79806807727691,2020,CamNewton2020
CarsonWentz,PHI,1562,2492,16811,113,50,89.86,89.1803772070626,2020,CarsonWentz2020
NickMullens,SFO,387,600,4714,25,22,87.45,87.18055555555554,2020,NickMullens2020
GardnerMinshewII,JAX,501,797,5530,37,11,93.55,93.1017356754496,2020,GardnerMinshewII2020
SamDarnold,NYJ,729,1219,8097,45,39,78.2,78.57020782061798,2020,SamDarnold2020
AndyDalton,DAL,2973,4782,33764,218,126,87.99,87.52875365955668,2020,AndyDalton2020
RyanFitzpatrick,MIA,3069,5054,34977,223,169,81.75,82.29784988787759,2020,RyanFitzpatrick2020
MitchellTrubisky,CHI,1010,1577,10609,64,37,87.35,87.23710632001692,2020,MitchellTrubisky2020
DakPrescott,DAL,1514,2293,17634,106,40,97.54,97.28975868585549,2020,DakPrescott2020
NickFoles,CHI,1253,2010,13753,81,43,88.39,87.06053067993368,2020,NickFoles2020
TuaTagovailoa,MIA,186,290,1814,11,5,87.1,87.05459770114942,2020,TuaTagovailoa2020
AlexSmith,WAS,3250,5193,35650,199,109,83.51,86.86894216573592,2020,AlexSmith2020
DwayneHaskins,WAS,267,444,2804,12,14,74.55,74.38063063063063,2020,DwayneHaskins2020
JimmyGaroppolo,SFO,639,946,7854,50,26,98.78,99.13231148696265,2020,JimmyGaroppolo2020
MikeGlennon,JAX,568,938,5930,40,25,81.05,81.99626865671644,2020,MikeGlennon2020
JalenHurts,PHI,77,148,1061,6,4,77.6,77.56193693693695,2020,JalenHurts2020
TaysomHill,NOR,88,121,928,4,2,98.8,98.7775482093664,2020,TaysomHill2020
BrandonAllen,CIN,129,226,1440,8,6,75.15,76.93584070796462,2020,BrandonAllen2020
JoeFlacco,NYJ,3744,6066,40931,224,144,84.03,84.05044510385757,2020,JoeFlacco2020
CJBeathard,SFO,291,497,3469,18,13,85.57,81.13262910798122,2020,CJBeathard2020
JakeLuton,JAX,60,110,624,2,6,54.5,54.50757575757576,2020,JakeLuton2020
KyleAllen,WAS,383,607,4198,23,17,97.47,84.44192751235585,2020,KyleAllen2020
JeffDriskel,DEN,202,345,2120,13,8,78.63,79.3780193236715,2020,JeffDriskel2020
ColtMcCoy,NYG,583,960,6235,28,28,76.68,77.32204861111111,2020,ColtMcCoy2020
PJWalker,CAR,32,56,368,1,5,45.8,45.83333333333333,2020,PJWalker2020
MasonRudolph,PIT,201,326,2089,15,10,84.85,82.71983640081798,2020,MasonRudolph2020
BrettRypien,DEN,27,40,295,2,4,66.1,64.0625,2020,BrettRypien2020
ChadHenne,KAN,1180,1980,13112,60,63,81.03,76.18265993265993,2020,ChadHenne2020
GarrettGilbert,DAL,21,38,243,1,1,72.6,72.58771929824562,2020,GarrettGilbert2020
JohnWolford,LAR,22,38,231,0,1,64.7,64.69298245614036,2020,JohnWolford2020
BenDiNucci,DAL,23,43,219,0,0,67.9,67.87790697674417,2020,BenDiNucci2020
TyrodTaylor,LAC,832,1351,9538,53,18,83.64,90.34511472982976,2020,TyrodTaylor2020
RyanFinley,CIN,58,119,638,3,4,57.1,59.43627450980392,2020,RyanFinley2020
BrianHoyer,NWE,860,1456,10111,51,34,76.74,82.18578296703298,2020,BrianHoyer2020
RobertGriffinIII,BAL,797,1262,9250,43,30,71.77,86.70430533544639,2020,RobertGriffinIII2020
TomBrady,TAM,7262,11314,84514,624,203,96.92,97.6043692180779,2021,TomBrady2021
JustinHerbert,LAC,839,1267,9350,69,25,98.0,97.94626414101553,2021,JustinHerbert2021
MatthewStafford,LAR,4302,6825,49995,323,161,91.07,91.07905982905983,2021,MatthewStafford2021
PatrickMahomes,KAN,1550,2345,18991,151,37,100.44,105.79868514570008,2021,PatrickMahomes2021
DerekCarr,LVR,2896,4456,31700,193,85,92.61,92.37357869539198,2021,DerekCarr2021
JoeBurrow,CIN,630,924,7299,47,19,99.05,100.20292207792207,2021,JoeBurrow2021
DakPrescott,DAL,1924,2889,22083,143,50,98.65,98.7185589015807,2021,DakPrescott2021
JoshAllen,BUF,1245,1999,14114,103,46,88.15,90.99028681007172,2021,JoshAllen2021
KirkCousins,MIN,2825,4223,32593,223,91,95.43,98.61127555450312,2021,KirkCousins2021
AaronRodgers,GNB,4616,7059,55031,448,92,104.74,104.78378665533361,2021,AaronRodgers2021
MattRyan,ATL,5242,8003,59735,367,170,93.99,94.20243450372777,2021,MattRyan2021
JimmyGaroppolo,SFO,940,1387,11664,70,38,98.77,99.00714972362414,2021,JimmyGaroppolo2021
MacJones,NWE,352,521,3801,22,13,92.5,92.462412028151,2021,MacJones2021
KylerMurray,ARI,1057,1581,11480,70,34,94.1,93.85014758591609,2021,KylerMurray2021
BenRoethlisberger,PIT,5440,8443,64088,418,211,92.38,93.49436416755498,2021,BenRoethlisberger2021
RyanTannehill,TEN,2702,4209,30729,199,102,93.23,91.66221192682346,2021,RyanTannehill2021
TrevorLawrence,JAX,359,602,3641,12,17,71.9,71.85769656699888,2021,TrevorLawrence2021
CarsonWentz,IND,1884,3008,20374,140,57,90.65,90.11801861702126,2021,CarsonWentz2021
TaylorHeinicke,WAS,356,551,3739,21,18,73.25,83.29174228675136,2021,TaylorHeinicke2021
JaredGoff,DET,1868,2915,21416,126,63,88.87,91.50014293882217,2021,JaredGoff2021
JalenHurts,PHI,342,580,4205,22,13,82.4,84.73419540229884,2021,JalenHurts2021
RussellWilson,SEA,3079,4735,37059,292,87,101.97,101.78326293558607,2021,RussellWilson2021
TeddyBridgewater,DEN,1323,1986,14437,71,42,88.43,90.99110439744881,2021,TeddyBridgewater2021
BakerMayfield,CLE,1185,1924,14125,92,56,87.88,87.8096846846847,2021,BakerMayfield2021
LamarJackson,BAL,852,1329,9967,84,31,96.03,98.1047780285929,2021,LamarJackson2021
DavisMills,HOU,263,394,2664,16,10,88.8,88.84306260575295,2021,DavisMills2021
TuaTagovailoa,MIA,449,678,4467,27,15,88.6,88.77826941986233,2021,TuaTagovailoa2021
SamDarnold,CAR,972,1625,10624,54,52,76.62,76.91410256410256,2021,SamDarnold2021
DanielJones,NYG,796,1268,8398,45,29,84.3,84.29284963196636,2021,DanielJones2021
ZachWilson,NYJ,213,383,2334,9,11,69.7,69.68559617058312,2021,ZachWilson2021
JustinFields,CHI,159,270,1870,7,10,73.2,73.22530864197532,2021,JustinFields2021
AndyDalton,CHI,3122,5018,35279,226,135,86.98,87.0267038660821,2021,AndyDalton2021
JacobyBrissett,MIA,723,1196,7723,36,17,82.93,83.47617056856187,2021,JacobyBrissett2021
JameisWinston,NOR,1658,2709,20907,135,91,89.97,87.85760428202288,2021,JameisWinston2021
TrevorSiemian,NOR,606,1029,6843,41,27,75.62,81.21760609005507,2021,TrevorSiemian2021
TylerHuntley,BAL,122,188,1081,3,4,76.6,76.57358156028367,2021,TylerHuntley2021
TaysomHill,NOR,166,255,1906,8,7,87.1,86.4950980392157,2021,TaysomHill2021
TyrodTaylor,HOU,923,1501,10504,58,23,82.48,88.98095713968465,2021,TyrodTaylor2021
MikeWhite,NYJ,88,132,953,5,8,75.1,75.09469696969697,2021,MikeWhite2021
MikeGlennon,NYG,658,1105,6720,44,35,74.78,77.1210407239819,2021,MikeGlennon2021
DrewLock,DEN,421,710,4740,25,20,81.83,79.31338028169014,2021,DrewLock2021
ColtMcCoy,ARI,657,1059,6975,31,29,80.21,79.57389046270066,2021,ColtMcCoy2021
GenoSmith,SEA,560,955,6611,32,36,82.54,75.25523560209423,2021,GenoSmith2021
CamNewton,CAR,2682,4474,32382,194,123,82.73,85.19501564595441,2021,CamNewton2021
JoshJohnson,2TM,191,337,2159,13,16,69.97,69.08382789317508,2021,JoshJohnson2021
TreyLance,SFO,41,71,603,5,2,97.3,97.32981220657278,2021,TreyLance2021
TimBoyle,DET,61,94,526,3,6,63.5,63.51950354609929,2021,TimBoyle2021
CaseKeenum,CLE,1351,2163,14830,78,48,84.57,85.47445677300047,2021,CaseKeenum2021
GardnerMinshewII,PHI,542,857,5969,41,12,97.3,93.92016725009724,2021,GardnerMinshewII2021
CooperRush,DAL,30,47,422,3,1,105.1,105.09751773049645,2021,CooperRush2021
JordanLove,GNB,36,62,411,2,3,68.7,68.68279569892474,2021,JordanLove2021
PJWalker,CAR,68,122,730,2,8,51.15,51.605191256830594,2021,PJWalker2021
JoeFlacco,NYJ,3771,6108,41269,227,144,86.1,84.24948155424579,2021,JoeFlacco2021
MasonRudolph,PIT,236,384,2366,16,11,80.17,80.92447916666666,2021,MasonRudolph2021
NickFoles,CHI,1277,2045,14003,82,43,89.4,87.25651996740015,2021,NickFoles2021
JakeFromm,NYG,27,60,210,1,3,38.9,38.88888888888889,2021,JakeFromm2021
GarrettGilbert,WAS,41,69,437,1,1,77.25,76.78140096618357,2021,GarrettGilbert2021
SeanMannion,MIN,56,94,500,1,2,63.9,68.572695035461,2021,SeanMannion2021
BrandonAllen,CIN,146,260,1589,10,6,77.3,77.54807692307692,2021,BrandonAllen2021
NickMullens,CLE,407,630,4861,26,22,88.03,87.2751322751323,2021,NickMullens2021
IanBook,NOR,12,20,135,0,2,40.6,38.54166666666667,2021,IanBook2021
RyanFitzpatrick,WAS,3072,5060,34990,223,169,80.05,82.26284584980237,2021,RyanFitzpatrick2021
